id,course,section,text
COMPSCI 207 (F7W2-2022)_4,COMPSCI 207 (F7W2-2022),Assignment 3,": Geometrical Modification, Texture Analysis and Document Processing. Programming assignments will be released biweekly on Thursday, and you will need to submit your programming assignment results by Sunday midnight. Comprehensive Final Exam: A comprehensive final exam will be designed to test students’ overall understanding of the whole course materials. It is designed to be a comprehensive exam with a longer exam time. It covers basically everything you have learned from this class. Case Study Final Demo: Our lectures, programming assignments, and final exams will equip you necessary skill and knowledge to investigate modern image data science applications. By the end of the class, you will be requested to explore medical image, computer vision, brain-computer interface, and relevant applications as your case study. You should describe the concepts, values, state of the art, technologies, and the potential applications in your final demo (a 5 mins long demo video). Please prepare your planned case study early and discuss your intermediate findings in our individual meetings or using Sakai site discussion board. How can I prepare for the class sessions to be successful?  Prior reading of the textbook materials before class is always highly recommended.  It is your responsibility to check the course website for any important announcements. You will need to download course slides, programming assignments, and any other necessary information from Sakai site.  It is recommended that you should start to work on every assigned course work early.  Late coursework submissions (course notes, assignments, and final project demo) will not be accepted unless you communicate with me prior to the due day and/or with a documented excuse.  It is recommended that you never leave blank to any questions and always submit your work on time.  Students who are highly involved in the learning activities and meaningful/academically interact with peers and the instructor are prioritized to be considered for future funded positions, such as peer tutors, student workers, and teaching assistants for this and related courses. What required texts, materials, and equipment will I need? Textbook: William K. Pratt: Digital Image Processing, 4th Edition, John Wiley & Sons Inc., 2007. What optional texts or resources might be helpful? OpenCV http://opencv.org/ This is an open source optimized C++ library which has nearly 50,000 users and is being incorporated in interactive art, mines inspection, stitching maps on the web and advanced robotics to name just a few applications. Digital Image Processing, 3nd Ed., Rafael C. Gonzalez and Richard E. Woods Computer Vision: A Modern Approach (2nd Edition), David A. Forsyth and Jean Ponce, Pearson Prentice Hall, 2011, ISBN 978-0136085928 Digital Image Processing using MATLAB, 2nd Ed., Rafael C. Gonzalez , Richard E. Woods, and Steven Eddins Pearson Prentice Hall, 2009, ISBN 978-0982085400 Computer Vision: Algorithms and Applications, Richard Szeliski, draft copies of the book can be downloaded from http://szeliski.org/Book/. This is a great bargain and everyone should have this book. Digital Image Processing: An Algorithmic Introduction Using Java, Wilhelm Burger and Mark J. Burge, Springer, 2008, ISBN 978-1-84628-379-6. How will my grade be determined? Total grade is 100% including  Collaborative Notes Taking - 5%  3 Assignments - 20% for each"
COMPSCI 207 (F7W2-2022)_5,COMPSCI 207 (F7W2-2022),Assignment 1,: MIPS Simulator
COMPSCI 207 (F7W2-2022)_6,COMPSCI 207 (F7W2-2022),Assignment 2,: MIPS Pipeline Simulator
COMPSCI 207 (F7W2-2022)_7,COMPSCI 207 (F7W2-2022),Assignment 3,": Cache Simulator  Comprehensive Final Exam - 25%  Case Study Final Report - 10% A+= 98% - 100% A = 97% - 93%; A- = 90% - 92%; B+ = 87% - 89%; B = 83% - 86%; B- = 80% - 82%; C+ = 77% - 79%; C = 73% - 76%; C- = 70% - 72%; D+ = 67% - 69%; D = 63% - 66%; D- = 60% - 62%; F < 60%. Rounding policy is round-up. For example, 92.5% is A. What are the course policies? Communications: Email is the best way to get in touch with me (mingchun.huang@dukekunshan.edu.cn). In general, you should expect a response to your message within 48 hours on weekdays, 72 hours on the weekends. Please include [COMPSCI 207] in the email subject line to ensure that I see your message. Besides, the best way to get prompt help outside lectures is to post your question in the online forums/discussion. Student participation in forum discussions will be considered when you apply for peer tutor and student worker positions. Discussion Guidelines: Civility is an essential ingredient for academic discourse. All communications for this course should be conducted constructively, civilly, and respectfully. Differences in beliefs, opinions, and approaches are to be expected. Please bring any communications you believe to be in violation of this class policy to the attention of your instructor. Active interaction with peers and your instructor is essential to success in this course, paying particular attention to the following:  Be respectful of others and their opinions, valuing diversity in backgrounds, abilities, and experiences.  Challenging the ideas held by others is an integral aspect of critical thinking and the academic process. Please word your responses carefully and recognize that others are expected to challenge your ideas. A positive atmosphere of healthy debate is encouraged.  Read your online discussion posts carefully before submitting them. Academic Integrity: As a student, you should abide by the academic honesty standard of the Duke Kunshan University. Its Community Standard states: “Duke Kunshan University is a community comprised of individuals from diverse cultures and backgrounds. We are dedicated to scholarship, leadership, and service and to the principles of honesty, fairness, respect, and accountability. Members of this community commit to reflecting upon and upholding these principles in all academic and non-academic endeavors, and to protecting and promoting a culture of integrity and trust.” For all graded work, students should pledge that they have neither given nor received any unacknowledged aid. Academic Policy & Procedures: You are responsible for knowing and adhering to academic policy and procedures as published in University Bulletin and Student Handbook. Please note, an incident of behavioral infraction or academic dishonesty (cheating on a test, plagiarizing, etc.) will result in immediate action from me, in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Please visit the Undergraduate Studies website for additional guidance related to academic policy and procedures. Academic integrity is everyone’s responsibility. Academic Disruptive Behavior and Community Standard: Please avoid all forms of disruptive behavior, including but not limited to: verbal or physical threats, repeated obscenities, unreasonable interference with class discussion, making/receiving personal phone calls, text messages or pages during class, excessive tardiness, leaving and entering class frequently without notice of illness or other extenuating circumstances, and persisting in disruptive personal conversations with other class members. Please turn off phones, pagers, etc. during class unless instructed otherwise. If you choose not to adhere to these standards, I will take action in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Academic Accommodations: If you need to request accommodation for a disability, you need a signed accommodation plan from Campus Health Services, and you need to provide a copy of that plan to me. Visit the Office of Student Affairs website for additional information and instruction related to accommodations. What campus resources can help me during this course? Academic Advising and Student Support Please consult with me about appropriate course preparation and readiness strategies, as needed. Consult your academic advisors on course performance (i.e., poor grades) and academic decisions (e.g., course changes, incompletes, withdrawals) to ensure you stay on track with degree and graduation requirements. In addition to advisors, staff in the Academic Resource Center can provide recommendations on academic success strategies (e.g., tutoring, coaching, student learning preferences). All ARC services will continue to be provided online. Please visit the Office of Undergraduate Advising website for additional information related to academic advising and student support services. Writing and Language Studio For additional help with academic writing—and more generally with language learning—you are welcome to make an appointment with the Writing and Language Studio (WLS). To accommodate students who are learning remotely as well as those who are on campus, writing and language coaching appointments are available in person and online. You can register for an account, make an appointment, and learn more about WLS services, policies, and events on the WLS website. You can also find writing and language learning resources on the Writing & Language Studio Sakai site. IT Support If you are experiencing technical difficulties, please contact IT:  China-based faculty/staff/students 400-816-7100, (+86) 0512- 3665-7100  US-based faculty/staff/students (+1) 919-660-1810  International-based faculty/staff/students can use either telephone option (recommend using tools like Skype calling)  Live Chat: https://oit.duke.edu/help  Email: service-desk@dukekunshan.edu.cn What is the expected course schedule? Date Class topic/unit Pre-class work for Planned in-class Assignments due name students activities"
COMPSCI 207 (F7W2-2022)_8,COMPSCI 207 (F7W2-2022),Week 1,Topic1/Topic2 Chapter 10 Introduction HW 1 announced Chapter 15
COMPSCI 207 (F7W2-2022)_9,COMPSCI 207 (F7W2-2022),Week 2,Topic2/Topic3 Chapter 15 Lecture Chapter 13
COMPSCI 207 (F7W2-2022)_10,COMPSCI 207 (F7W2-2022),Week 3,Topic3/Topic4/ Chapter 13 Lecture HW 1 due Topic5 Chapter 14 HW 2 announced
COMPSCI 207 (F7W2-2022)_11,COMPSCI 207 (F7W2-2022),Week 4,Topic6/Topic7 Chapter 16 Lecture
COMPSCI 207 (F7W2-2022)_12,COMPSCI 207 (F7W2-2022),Week 5,Topic7/Topic8 Chapter 17 Lecture HW 2 due HW 3 announced
COMPSCI 207 (F7W2-2022)_13,COMPSCI 207 (F7W2-2022),Week 6,Topic8/Topic9 Chapter 18 Lecture Case Study Announced
COMPSCI 207 (F7W2-2022)_14,COMPSCI 207 (F7W2-2022),Week 7,Topic9/Topic10 Additional Notes Lecture HW 3 due Simulation 3 due
COMPSCI 301 (S7W2-2022)_1,COMPSCI 301 (S7W2-2022),Introduction,"CompSci 30 1 Algorithms and Databases Session 4 Spring 202 1 Dates / Synchronous meeting time: MTuWTh 2:45-4:00pm Academic credit:4 Online course format: Lecture Course website: http://repolab.colab.duke.edu/courses/cs301 Instructor’s information Jiang Long Senior Lecturer in Computer Science, DNAS, Duke Kunshan University Associate Professor of the Practice, Global Studies, Duke University Email: jiang.long@dukekunshan.edu.cn Personal Zoom Meeting ID: 946 772 8925 Dr. Jiang Long is an industry veteran after spending twenty years in the software and hardware design sector. Jiang has held engineering positions in Synopsys Inc, Mentor Graphics Corp., and most recently at Apple Inc. Jiang majored in Computer Science in undergrad and graduate programs at Jilin University, Tsinghua University and University of Texas at Austin. Jiang obtained his PhD degree in EECS at University of California at Berkeley in August 2017. Dr. Long’s research interest ranges from formal methods, logic synthesis and formal verification of hardware and software systems. Jiang joined DKU as a DNS faculty member in Computer Science and will be teaching CompSci 201 and CompSci 301 starting fall 2020. Xue Chen Lab Instructor, Duke Kunshan University Email: xue.chen240@dukekunshan.edu.cn Xue received her Bachelor’s degree in Statistics from University of Waterloo, and Master’s degree in Data Science from Monash University. She joined DKU as Lab Instructor and currently working on CS201 and CS301 teaching team. What is this course about? Algorithms is one of the most fundamental topics in Computer Science. The saying goes: “If you want to be a good programmer, then go program for two years. If you want to be a world-class programmer, you can do programming for ten years or programming for two years and take an algorithm class.”. This course aim to build a solid foundation in the basic questions and techniques in algorithmic analysis, theory, design and implementation for correctness and performance. Databases, in its general sense, is about organizing, managing and manipulating a collection or collections of digitized information. Databases are so prevalent today that they are behind almost all websites, banking system, online booking systems, mobile apps, pretty much all software system maintains some amount of persistent information. This course aims to give a solid background in database systems, from understanding and specifying user requirement to theory, design and implementation of such systems. Topics include data modeling, database design theory, data definition and manipulation languages (SQL), storage and indexing, query processing and optimization, parallel and distributed data processing, transaction processing, concurrency and recovery. Specific for data science students, this section is about the ‘data’ side (data management in computer science terms) of the story, which is a prerequisite and stepping-stone to get to study/research any of the ‘sciences’, derived from the data. What background knowledge do I need before taking this course? This course requires student have previous learning in CompSci 201 or equivalent and background knowledge in basic probability theory. All students are advised to read the Appendix A-D from the CLRS textbook. What will I learn in this course? The course is divided in two parts. After the algorithm section you should be able to apply the following fundamental tools in computer science algorithm design and analysis and from that, you should be a better programmer:  Conduct asymptotic analysis of algorithm and solving recurrences  Apply divide and conquer framework in sorting algorithms and order statistics problems  Design hashing and binary search trees for efficient look up procedures.  Utilize Greedy algorithm and dynamic programming framework for algorithmic optimizations  Apply the techniques in graph representation and solve graph algorithms such as shortest path and max-flow problems. After completing the database section, you will be able to:  Use relational algebra and database modeling to design and manipulate database theoretically  Learn to use SQL to program databases.  Use E/R modeling, functional dependency and normal forms to do efficient database design from real life situations What will I do in this course? For detailed course schedule please visit: http://repolab.colab.duke.edu/courses/cs301/#/site/schedule Individual Homework Homework will be assigned throughout the course. Coding assignments will be auto-graded using SAG system. No late submission will be accepted. Students may help each other subject to the rule that no student is permitted to show code he/she wrote to others. In other words, students may talk with one another about problem solving approaches and concepts, but code for individual homework assignments must be individually created. Students are encouraged to goto OH and tutor hours, and utilize Edstem.org forum for course related discussions. Students are encouraged to ask questions in class and off class. BKv2 Project and Presentation In"
COMPSCI 301 (S7W2-2022)_2,COMPSCI 301 (S7W2-2022),week 2,-3 and
COMPSCI 301 (S7W2-2022)_3,COMPSCI 301 (S7W2-2022),week 4,"-5, students are divided into group of four to complete an open-topic project and deliver a presentation in class on Wednesday’s and compete for letter-grade upgrades at session end. To encourage teamwork, project continuity and coherence, each group will work on the project for two weeks. In the first week, each team will deliver a presentation which constitutes a proposal. In the following week, the team shall present the progress and resulting deliverables. Each presentation should end with two quiz questions to test the audiences understanding of the presented material. We employ a voting approach to the grading as those seen in ‘I am Singer’ or ‘American Idol’ where votes from audience (fellow students) and judges (teaching staff) will be combined in a weighted-sum to rank each group’s performance. Each week, based on the ranking, the top 30 percentile will earn 8 bk-stars, the lowest 30 percentile will earn 3 bk-stars, while those in the middle earn 5 bk-stars. Percentile cut-off may fluctuate depending on the overall quality distribution of the week (e.g. for tie-breaking situations). Overall, the grading rubrics cover the following aspects - Slides - Presentation - Scholarly/Original - Ingenuity/Coverage of the quizzes (Q/A) - Teamwork - Risk taking and integrity of the effort - Project proposal rating (for 1st week) - Project continuity rating (for 2nd week) Letter-grade upgrade policy: At the end of session, students’ bk-ranking is obtained from ranking the accumulated weekly bk-stars. Students in the top 25 percentile is eligible to 2/3rd letter-grade upgrade, students in the middle 25-80 percentile is eligible for 1/3rd letter grade upgrade, the lowest 20 percentile is not eligible for upgrade. Special considerations apply: 1. To upgrade to the letter grade to A, the session bk-star ranking must be in the top 10% percentile. 2. To upgrade to the letter grade to A-, the session bk-star ranking must be in the top 25% percentile. 3. In addition, students with raw letter grade B+/A- can only be upgraded to A-/A respectively (in this case, 2/3rd is reduced to 1/3rd letter grade upgrade at the A- and A level). How can I prepare for the class sessions to be successful?  Prior reading of the textbook materials before class is always highly recommended  Students who cannot attend lecture synchronously are expected to watch lecture videos afterwards.  Teaching staff and ARC will setup daily homework lab/office hours to assist students  Students who shows exceptional participation in lectures, recitation, homework lab sessions and peer learning assistance are prioritized to be considered for future peer tutor and/or student worker positions for this and related courses. What required texts, materials, and equipment will I need? There are two required textbooks for this course: 1. Introduction to Algorithms, 3rd ed. by Thomas Corman, Charles Leiserson, Ronald Rivest, and Clifford Stein. MIT Press, 2009. ISBN: 9780262033848 2. Database System Concepts, 7th Edition, by Avi Silberschatz, Henry F. Korth, S. Sudarshan. McGraw-Hill, March, 2019. ISBN 9780078022159 The first book is accessible online at Duke library for all students. How will my grade be determined? The raw letter graded is assigned based on your assignments and final exam. . Assignments 50% Final exam (comprehensive) 50% Please refer to the following scale for your grading. A+= 98% - 100% A = 97% - 93%; A- = 90% - 92%; B+ = 87% - 89%; B = 83% - 86%; B- = 80% - 82%; C+ = 77% - 79%; C = 73% - 76%; C- = 70% - 72%; D+ = 67% - 69%; D = 63% - 66%; D- = 60% - 62% F = 59% and below What are the course policies? Communications: For any questions regarding the course, you are free to send email to cs301-staff- fall2020@dukekunshan.edu.cn. There will daily office hours from TA and course instructors. The best way to get prompt help outside office and lab hours is to post the question on piazza. Student participation in forum discussions will be considered when applying for peer tutor and student worker positions. The teaching staff and ARC support will arrange tutor and TA support for students in different time zones. Due date will be adjusted to student’s time zone location to accommodate students who are remotely taking the course. Discussion Guidelines: Civility is an essential ingredient for academic discourse. All communications for this course should be conducted constructively, civilly, and respectfully. Differences in beliefs, opinions, and approaches are to be expected. Please bring any communications you believe to be in violation of this class policy to the attention of your instructor. Active interaction with peers and your instructor is essential to success in this course, paying particular attention to the following:  Be respectful of others and their opinions, valuing diversity in backgrounds, abilities, and experiences.  Challenging the ideas held by others is an integral aspect of critical thinking and the academic process. Please word your responses carefully, and recognize that others are expected to challenge your ideas. A positive atmosphere of healthy debate is encouraged.  Read your online discussion posts carefully before submitting them. Academic Integrity: As a student, you should abide by the academic honesty standard of the Duke Kunshan University. Its Community Standard states: “Duke Kunshan University is a community comprised of individuals from diverse cultures and backgrounds. We are dedicated to scholarship, leadership, and service and to the principles of honesty, fairness, respect, and accountability. Members of this community commit to reflecting upon and upholding these principles in all academic and non-academic endeavors, and to protecting and promoting a culture of integrity and trust.” For all graded work, students should pledge that they have neither given nor received any unacknowledged aid. Academic Policy & Procedures: You are responsible for knowing and adhering to academic policy and procedures as published in University Bulletin and Student Handbook. Please note, an incident of behavioral infraction or academic dishonesty (cheating on a test, plagiarizing, etc.) will result in immediate action from me, in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Please visit the Undergraduate Studies website for additional guidance related to academic policy and procedures. Academic integrity is everyone’s responsibility. Academic Disruptive Behavior and Community Standard: Please avoid all forms of disruptive behavior, including but not limited to: verbal or physical threats, repeated obscenities, unreasonable interference with class discussion, making/receiving personal phone calls, text messages or pages during class, excessive tardiness, leaving and entering class frequently without notice of illness or other extenuating circumstances, and persisting in disruptive personal conversations with other class members. Please turn off phones, pagers, etc. during class unless instructed otherwise. Laptop computers may be used for class activities allowed by the instructor during synchronous sessions. If you choose not to adhere to these standards, I will take action in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Academic Accommodations: If you need to request accommodation for a disability, you need a signed accommodation plan from Campus Health Services, and you need to provide a copy of that plan to me. Visit the Office of Student Affairs website for additional information and instruction related to accommodations. What campus resources can help me during this course? Academic Advising and Student Support Please consult with me about appropriate course preparation and readiness strategies, as needed. Consult your academic advisors on course performance (i.e., poor grades) and academic decisions (e.g., course changes, incompletes, withdrawals) to ensure you stay on track with degree and graduation requirements. In addition to advisors, staff in the Academic Resource Center can provide recommendations on academic success strategies (e.g., tutoring, coaching, student learning preferences). All ARC services will continue to be provided online. Note, there is an ARC Sakai site for students and tutors. Please visit the Office of Undergraduate Advising website for additional information related to academic advising and student support services. Writing and Language Studio For additional help with academic writing—and more generally with language learning—you are welcome to make an appointment with the Writing and Language Studio (WLS). To accommodate students who are learning remotely as well as those who are on campus, writing and language coaching appointments are available in person and online. You can register for an account, make an appointment, and learn more about WLS services, policies, and events on the WLS website. You can also find writing and language learning resources on the Writing & Language Studio Sakai site. IT Support If you are experiencing technical difficulties, please contact IT:  China-based faculty/staff/students 400-816-7100, (+86) 0512- 3665-7100  US-based faculty/staff/students (+1) 919-660-1810  International-based faculty/staff/students can use either telephone option (recommend using tools like Skype calling)  Live Chat: https://oit.duke.edu/help  Email: service-desk@dukekunshan.edu.cn What is the expected course schedule? Date Class topic/unit name Reading reference"
COMPSCI 301 (S7W2-2022)_4,COMPSCI 301 (S7W2-2022),Week 1,"Introduction, insertion and merge sort Ch 1, Appendix A (CLRS) Asymptotic analysis, divide and conquer Ch 3,4 Heap sort/priority queue Ch 6"
COMPSCI 301 (S7W2-2022)_5,COMPSCI 301 (S7W2-2022),Week 2,"Quicksort Ch 7 Linear sort (Counting sort only) Ch 8 Order statistics Ch 9 Hashing, hashing functions Ch 11 BST Ch 12"
COMPSCI 301 (S7W2-2022)_6,COMPSCI 301 (S7W2-2022),Week 3,Red-black trees Ch 13 Dynamic programming Ch 15 Greedy algorithm Ch 16
COMPSCI 301 (S7W2-2022)_7,COMPSCI 301 (S7W2-2022),Week 4,Graph Ch 22 MST Cha 23 Shortest path I Ch 24
COMPSCI 301 (S7W2-2022)_8,COMPSCI 301 (S7W2-2022),Week 5,Shortest path II Ch 25 Shortest path III Max-flow Ch 26
COMPSCI 301 (S7W2-2022)_9,COMPSCI 301 (S7W2-2022),Week 6,DB Intro Ch 1 (in Database textbook) Relational model Ch 2 SQL Intro Ch 3 SQL II Ch 4 5
COMPSCI 301 (S7W2-2022)_10,COMPSCI 301 (S7W2-2022),Week 7,"SQL III Ch 6 DB Design, E/R model Ch 7 Relational DB design Ch 12 13 See the latest schedule on course web site ."
COMPSCI 304 (S7W1-2022)_1,COMPSCI 304 (S7W1-2022),Introduction,"COMPSCI 304 Speech Recognition Session 3, 2022 Spring Dates / course meeting time: Lecture (TuTh 12pm-2:30pm, location IB 2028, ZOOM check sakai), Recitation: Mon 9:20PM-10:20PM, online, ZOOM check sakai Office Hour: Wed 9:20PM-10:20PM(online), ZOOM 3665729300/pvtc2020 Academic credit: 4 DKU credits Course format: Lecture+Recitation Instructor’s information Name: Ming Li Title: Associate Professor, Electrical and Computer Engineering, Duke Kunshan University Email: ming.li369@dukekunshan.edu.cn Office: IB2042 Bio: Ming Li received his B.S. degree in communication engineering from Nanjing University, China, in 2005 and his M.S. degree in signal processing from the Institute of Acoustics, Chinese Academy of Sciences, in 2008. He joined the Signal Analysis and Interpretation Laboratory (SAIL) at USC on a Provost fellowship in 2008 and received his Ph.D. in Electrical Engineering in May 2013. He is currently an associate professor in Electrical and Computer Engineering at Duke Kunshan University, an adjunct professor at School of Computer Science at Wuhan University and a research scholar at the ECE department of Duke University. His research interests are in the areas of audio, speech and language processing as well as multimodal behavior signal analysis and interpretation. His teaching experience includes “Design and Implementation of Speech Recognition System”, “Pattern Recognition” and “Introduction to Probability and Statistics” at Carnegie Mellon University and Sun Yat-sen University as well as “Introduction to Data Science”, “Introduction to Computer Science”, “Random Signals and Noises”, “Vector Space Methods with Applications” at DKU. Teaching Assistant: Haoxu Wang haoxu.wang@dukekunshan.edu.cn TA office hour: Tue Thu Sat 9:20pm-10:20pm(online), Zoom Additional Peer Tutor Sessions from ARC:  Drop-in Tutoring for COMPSCI 304: On campus: Room TBD, Online: Zoom ID TBD  Full Tutoring Schedule: link dukekunshan.edu.cn → Academics → Academic Advising → Academic Resource Center → Quick Access: ARC Tutoring Schedule  1-on-1 Appointment: link Contact the Academic Resource Center: DKU-arc@dukekunshan.edu.cn What is this course about? Speech recognition systems invoke concepts from a variety of fields including speech production, linear algebra, probability and statistics, information theory, linguistics, pattern recognition and various aspects of computer science. In this course we take a project based approach. We present speech recognition systems through the perspective of a novice. Beginning from the very simple problem of matching two strings, we present the algorithms and techniques as a series of intuitive and logical increments, until we arrive at a fully functional continuous speech recognition system. At the meantime, we will also cover the theoretical foundations and present the essential algorithms from the theoretic point of view which could link to the general machine learning and pattern recognition theory. Following the philosophy that the best way to understand a topic is to work on it, the course will be project oriented, combining formal lectures with required hands-on work. Students will be required to work on a series of projects of increasing complexity. Each project will build on the previous project, such that the incremental complexity of projects will be eminently doable. At the end of the course, merely by completing the series of projects students would have built their own fully-functional speech recognition systems. Moreover, state-of-the-art speech recognition methods and toolkits will also be introduced at the end of this course. Students will have chance to use open source database and toolkits to build a high quality speech recognition engine by themselves. What background knowledge do I need before taking this course? Pre-requisites: STATS 302 Principles of Machine Learning Coding Skills: This course will require significant programming from the students. Students should be familiar with linux shell script and be able to program fluently in Python. What will I learn in this course? By the end of this course, you will be able to: Manage classical speech recognition techniques, including data capture, feature extraction, string matching, dynamic time warping, hidden Markov modeling, Gaussian mixture modeling, segmental k-means, grammars, finite state grammar, context free grammar, n-gram language model, expected maximization algorithm, maximum likelihood estimation, parametric estimation, backpointer table, subword units, tie states, lattice and rescoring. Implement a classicial continuous speech recognition system using your own code Employ open source database and toolkits to build a high quality speech recognition engine Evaluate whether the selected methods and experimental results are reasonable Develop written and oral presentation skills What will I do in this course? Activities: There will be 2 lecture sessions each week on Tuesday and Thursday. Each lecture session is 150 minutes long. Also there is one 60 min recitation session every week that is designed for students to present their projects and discussion. Evaluations: The first five projects are with increasing complexity. Each project will build on the previous projects, , such that the incremental complexity of projects will be doable. By completing the series of projects 1-5, students would have built their own fully-functional classicial speech recognition systems. Students can complete the first five projects on their own laptops, with Python 3, Anaconda, Jupyter Notebook installed. The last two projects will use a different approach. Students are going to explore and employ open source database and toolkits to build a high quality modern speech recognition engine. For projects 6-7, students need to work on CPU virtual machines provided by the university (DKU VPN required). Students are going to work on projects in teams. Ideally, every team contains two students. Every team is required to present their weekly project in the recitation session ("
COMPSCI 304 (S7W1-2022)_2,COMPSCI 304 (S7W1-2022),week 2,-7) and the final exam session (
COMPSCI 304 (S7W1-2022)_3,COMPSCI 304 (S7W1-2022),week 8,) followed by some Q&A discussions. The recitation session in
COMPSCI 304 (S7W1-2022)_4,COMPSCI 304 (S7W1-2022),week 1,and office hour session in
COMPSCI 304 (S7W1-2022)_5,COMPSCI 304 (S7W1-2022),week 5,"will be used for introducing the syllabus, software installment on local laptops and the account setup on CPU virtual machines provided by the university. How can I prepare for the class sessions to be successful? You are expected to complete the suggested readings before the lecture sessions You are required to attend the lecture in the classroom (for on campus students) or join by zoom / watch videos (for remote students). You are required to attend the recitation session which is scheduled on the synchronized time slot. You are required to bring your laptop to class for presentation in the recitation sessoin. You are required to work with DKU IT to solve any technical issues about getting access to DKU VPN, CPU virtual machines and GPU jupyterlab platform provided by the university before"
